outlet_id,month,total_orders,revenue,gross_revenue,total_discount,total_food_cost,total_packaging_cost,total_agg_commission,total_contribution,avg_order_value,avg_delivery_time,avg_prep_time,avg_rating,total_complaints,total_waste_flags,repeat_customers,new_customers,upsell_orders,is_weekend_orders,is_holiday_orders,food_cost_pct,packaging_cost_pct,commission_cost_pct,discount_pct,contribution_margin_pct,complaint_rate,waste_rate,repeat_customer_pct,upsell_rate,tier,city,archetype,outlet_type,zone,rental_cost,net_margin,net_margin_pct,month_num
OT002,2023-06,257,105367.53,110218.19,4850.66,33224.76,6831.0,21483.87,43827.9,409.99,27.66,13.926070038910506,3.69,37,53,113,144,76,79,0,31.53,6.48,20.39,4.4,41.6,14.4,20.62,43.97,29.57,2,Kolkata,new,Highway,Central,75000,-31172.1,-29.58,6
OT002,2023-07,308,123771.77,129134.05,5362.28,39036.21,7962.0,24548.78,52224.78,401.86,28.02,13.954545454545455,3.74,46,71,141,167,94,124,0,31.54,6.43,19.83,4.15,42.19,14.94,23.05,45.78,30.52,2,Kolkata,new,Highway,Central,75000,-22775.22,-18.4,7
OT002,2023-08,303,123529.21,129945.88,6416.67,38883.55,8003.0,25250.41,51392.25,407.69,28.78,13.75907590759076,3.68,33,56,146,157,68,100,13,31.48,6.48,20.44,4.94,41.6,10.89,18.48,48.18,22.44,2,Kolkata,new,Highway,Central,75000,-23607.75,-19.11,8
OT002,2023-09,289,124552.17,130619.01,6066.84,39547.0,8023.0,24903.99,52078.18,430.98,27.93,14.332179930795848,3.69,38,61,137,152,87,102,0,31.75,6.44,19.99,4.64,41.81,13.15,21.11,47.4,30.1,2,Kolkata,new,Highway,Central,75000,-22921.82,-18.4,9
OT002,2023-10,363,148872.74,156193.21,7320.47,46744.58,9741.0,29265.65,63121.51,410.12,28.22,14.239669421487603,3.7,50,59,154,209,105,108,37,31.4,6.54,19.66,4.69,42.4,13.77,16.25,42.42,28.93,2,Kolkata,new,Highway,Central,75000,-11878.49,-7.98,10
OT002,2023-11,348,148906.23,156650.6,7744.37,47039.56,9590.0,30221.69,62054.98,427.89,29.15,13.919540229885058,3.74,41,73,155,193,111,100,31,31.59,6.44,20.3,4.94,41.67,11.78,20.98,44.54,31.9,2,Kolkata,new,Highway,Central,75000,-12945.02,-8.69,11
OT002,2023-12,349,147130.52,155047.03,7916.51,46692.07,9475.0,28478.38,62485.07,421.58,28.09,14.194842406876791,3.75,54,71,146,203,99,117,11,31.74,6.44,19.36,5.11,42.47,15.47,20.34,41.83,28.37,2,Kolkata,new,Highway,Central,75000,-12514.93,-8.51,12
OT002,2024-01,263,103375.31,108740.92,5365.61,32765.37,6684.0,21624.91,42301.03,393.06,28.81,14.152091254752852,3.71,39,64,118,145,92,85,14,31.7,6.47,20.92,4.93,40.92,14.83,24.33,44.87,34.98,2,Kolkata,new,Highway,Central,75000,-32698.97,-31.63,13
OT002,2024-02,281,108772.08,115000.95,6228.87,34424.36,7204.0,21931.84,45211.88,387.09,27.86,14.138790035587188,3.77,35,43,136,145,78,83,0,31.65,6.62,20.16,5.42,41.57,12.46,15.3,48.4,27.76,2,Kolkata,new,Highway,Central,75000,-29788.12,-27.39,14
OT002,2024-03,318,132926.98,138933.54,6006.56,41993.51,8483.0,25066.36,57384.11,418.01,28.79,14.015723270440251,3.67,37,66,154,164,87,119,24,31.59,6.38,18.86,4.32,43.17,11.64,20.75,48.43,27.36,2,Kolkata,new,Highway,Central,75000,-17615.89,-13.25,15
OT002,2024-04,274,111669.14,118048.29,6379.15,35107.3,7387.0,21364.13,47810.71,407.55,27.81,13.992700729927007,3.72,28,64,115,159,85,95,18,31.44,6.62,19.13,5.4,42.81,10.22,23.36,41.97,31.02,2,Kolkata,new,Highway,Central,75000,-27189.29,-24.35,16
OT002,2024-05,259,109056.15,113538.21,4482.06,34082.32,6981.0,20319.03,47673.8,421.07,27.7,13.625482625482626,3.71,33,44,129,130,85,82,11,31.25,6.4,18.63,3.95,43.71,12.74,16.99,49.81,32.82,2,Kolkata,new,Highway,Central,75000,-27326.2,-25.06,17
OT002,2024-06,263,105089.3,110237.86,5148.56,33357.79,6821.0,21126.41,43784.1,399.58,28.87,13.923954372623575,3.72,43,58,113,150,80,106,9,31.74,6.49,20.1,4.67,41.66,16.35,22.05,42.97,30.42,2,Kolkata,new,Highway,Central,75000,-31215.9,-29.7,18
OT003,2023-01,279,118607.72,124908.9,6301.18,37425.7,7732.2,23928.87,49520.95,425.12,30.34,14.136200716845877,3.48,46,75,126,153,89,101,6,31.55,6.52,20.17,5.04,41.75,16.49,26.88,45.16,31.9,2,Ahmedabad,struggling,Standalone,South,75000,-25479.05,-21.48,1
OT003,2023-02,222,101808.47,106236.47,4428.0,32318.68,6458.55,22486.53,40544.71,458.6,29.49,15.0,3.48,33,60,94,128,59,88,0,31.74,6.34,22.09,4.17,39.82,14.86,27.03,42.34,26.58,2,Ahmedabad,struggling,Standalone,South,75000,-34455.29,-33.84,2
OT003,2023-03,254,102346.37,108897.01,6550.64,31851.11,6838.65,20048.62,43607.99,402.94,29.93,14.0748031496063,3.53,41,58,103,151,66,69,19,31.12,6.68,19.59,6.02,42.61,16.14,22.83,40.55,25.98,2,Ahmedabad,struggling,Standalone,South,75000,-31392.01,-30.67,3
OT003,2023-04,247,100878.5,106290.77,5412.2699999999995,31722.25,6660.15,20763.63,41732.47,408.41,30.0,14.45344129554656,3.5,39,57,112,135,66,96,20,31.45,6.6,20.58,5.09,41.37,15.79,23.08,45.34,26.72,2,Ahmedabad,struggling,Standalone,South,75000,-33267.53,-32.98,4
OT003,2023-05,226,91109.1,95880.59,4771.49,28849.9,5982.9,19484.15,36792.15,403.14,29.87,14.853982300884956,3.54,31,56,99,127,74,68,5,31.67,6.57,21.39,4.98,40.38,13.72,24.78,43.81,32.74,2,Ahmedabad,struggling,Standalone,South,75000,-38207.85,-41.94,5
OT003,2023-06,219,87204.35,92169.56,4965.21,27568.53,5890.5,18867.23,34878.090000000004,398.19,29.53,14.69406392694064,3.5,25,53,103,116,54,65,0,31.61,6.75,21.64,5.39,40.0,11.42,24.2,47.03,24.66,2,Ahmedabad,struggling,Standalone,South,75000,-40121.91,-46.01,6
OT003,2023-07,252,108739.76,115601.87,6862.11,34592.49,7071.75,21190.1,45885.42,431.51,28.93,14.567460317460318,3.48,35,73,95,157,76,75,0,31.81,6.5,19.49,5.94,42.2,13.89,28.97,37.7,30.16,2,Ahmedabad,struggling,Standalone,South,75000,-29114.58,-26.77,7
OT003,2023-08,229,89910.77,94836.22,4925.45,28526.54,5874.75,18974.39,36535.09,392.62,30.11,14.663755458515285,3.45,37,56,89,140,65,68,13,31.73,6.53,21.1,5.19,40.63,16.16,24.45,38.86,28.38,2,Ahmedabad,struggling,Standalone,South,75000,-38464.91,-42.78,8
OT003,2023-09,264,114752.87,120339.84,5586.97,36161.12,7437.15,24599.27,46555.33,434.67,29.22,14.856060606060606,3.48,32,63,120,144,65,102,0,31.51,6.48,21.44,4.64,40.57,12.12,23.86,45.45,24.62,2,Ahmedabad,struggling,Standalone,South,75000,-28444.67,-24.79,9
OT003,2023-10,280,122700.5,128793.75,6093.25,38433.95,7994.7,25405.44,50866.41,438.22,29.21,14.57857142857143,3.46,40,82,109,171,87,98,23,31.32,6.52,20.71,4.73,41.46,14.29,29.29,38.93,31.07,2,Ahmedabad,struggling,Standalone,South,75000,-24133.59,-19.67,10
OT003,2023-11,301,137782.33,146607.56,8825.23,43398.05,8951.25,28490.39,56942.64,457.75,30.29,14.790697674418604,3.49,44,82,121,180,97,90,25,31.5,6.5,20.68,6.02,41.33,14.62,27.24,40.2,32.23,2,Ahmedabad,struggling,Standalone,South,75000,-18057.36,-13.11,11
OT003,2023-12,291,124740.8,129284.27,4543.47,39286.16,8033.55,26134.57,51286.52,428.66,29.7,14.06872852233677,3.48,46,92,136,155,81,113,11,31.49,6.44,20.95,3.51,41.11,15.81,31.62,46.74,27.84,2,Ahmedabad,struggling,Standalone,South,75000,-23713.48,-19.01,12
OT003,2024-01,254,102630.76,107717.81,5087.05,32328.22,6722.1,21959.33,41621.11,404.06,28.86,14.586614173228346,3.54,40,68,122,132,67,77,13,31.5,6.55,21.4,4.72,40.55,15.75,26.77,48.03,26.38,2,Ahmedabad,struggling,Standalone,South,75000,-33378.89,-32.52,13
OT003,2024-02,237,99374.02,104209.91,4835.89,31564.77,6465.9,20309.38,41033.97,419.3,30.51,14.375527426160337,3.5,38,49,95,142,72,78,0,31.76,6.51,20.44,4.64,41.29,16.03,20.68,40.08,30.38,2,Ahmedabad,struggling,Standalone,South,75000,-33966.03,-34.18,14
OT003,2024-03,232,95906.66,100915.85,5009.19,30137.19,6279.0,20260.48,39229.99,413.39,29.36,14.60344827586207,3.47,36,48,109,123,85,71,20,31.42,6.55,21.13,4.96,40.9,15.52,20.69,46.98,36.64,2,Ahmedabad,struggling,Standalone,South,75000,-35770.01,-37.3,15
OT003,2024-04,241,106739.86,113408.16,6668.3,33739.05,6924.75,22897.47,43178.59,442.9,29.22,14.510373443983402,3.52,39,60,91,150,73,91,16,31.61,6.49,21.45,5.88,40.45,16.18,24.9,37.76,30.29,2,Ahmedabad,struggling,Standalone,South,75000,-31821.41,-29.81,16
OT003,2024-05,230,107747.82,112736.32,4988.5,34342.59,6863.849999999999,21888.88,44652.5,468.47,28.96,14.691304347826087,3.51,43,68,95,135,59,71,2,31.87,6.37,20.31,4.42,41.44,18.7,29.57,41.3,25.65,2,Ahmedabad,struggling,Standalone,South,75000,-30347.5,-28.17,17
OT003,2024-06,225,89241.34,94362.37,5121.03,27819.59,5958.75,19040.53,36422.47,396.63,28.55,14.653333333333334,3.5,33,65,90,135,75,90,14,31.17,6.68,21.34,5.43,40.81,14.67,28.89,40.0,33.33,2,Ahmedabad,struggling,Standalone,South,75000,-38577.53,-43.23,18
OT004,2023-01,193,69715.05,73996.69,4281.64,22091.42,4500.75,14845.81,28277.07,361.22,29.95,14.098445595854923,3.42,34,54,91,102,57,71,10,31.69,6.46,21.29,5.79,40.56,17.62,27.98,47.15,29.53,3,Lucknow,struggling,Standalone,Central,45000,-16722.93,-23.99,1
OT004,2023-02,186,63206.58,67172.46,3965.88,19772.8,4131.85,13315.6,25986.33,339.82,29.62,15.096774193548388,3.49,33,42,75,111,55,63,0,31.28,6.54,21.07,5.9,41.11,17.74,22.58,40.32,29.57,3,Lucknow,struggling,Standalone,Central,45000,-19013.67,-30.08,2
OT004,2023-03,212,66923.38,71155.02,4231.64,20950.06,4492.25,13670.81,27810.26,315.68,29.4,14.683962264150944,3.47,33,56,89,123,62,75,22,31.3,6.71,20.43,5.95,41.56,15.57,26.42,41.98,29.25,3,Lucknow,struggling,Standalone,Central,45000,-17189.74,-25.69,3
OT004,2023-04,174,62681.56,65950.05,3268.49,19985.54,4035.8,13236.61,25423.61,360.24,29.67,14.218390804597702,3.47,31,38,76,98,48,72,14,31.88,6.44,21.12,4.96,40.56,17.82,21.84,43.68,27.59,3,Lucknow,struggling,Standalone,Central,45000,-19576.39,-31.23,4
OT004,2023-05,203,67586.89,71742.37,4155.48,21225.37,4416.6,14500.1,27444.82,332.94,28.63,14.926108374384237,3.47,31,55,91,112,53,66,11,31.4,6.53,21.45,5.79,40.61,15.27,27.09,44.83,26.11,3,Lucknow,struggling,Standalone,Central,45000,-17555.18,-25.97,5
OT004,2023-06,170,56596.53,59039.77,2443.2400000000002,17982.55,3690.7,10912.02,24011.260000000002,332.92,29.02,14.617647058823529,3.43,31,43,65,105,37,60,0,31.77,6.52,19.28,4.14,42.43,18.24,25.29,38.24,21.76,3,Lucknow,struggling,Standalone,Central,45000,-20988.74,-37.08,6
OT004,2023-07,209,72235.0,76068.09,3833.09,22861.25,4696.25,14953.85,29723.65,345.62,28.52,14.382775119617225,3.49,32,60,91,118,45,75,0,31.65,6.5,20.7,5.04,41.15,15.31,28.71,43.54,21.53,3,Lucknow,struggling,Standalone,Central,45000,-15276.35,-21.15,7
OT004,2023-08,192,68530.18,72374.36,3844.18,21464.93,4504.15,13468.45,29092.65,356.93,30.01,13.859375,3.45,28,48,89,103,57,62,8,31.32,6.57,19.65,5.31,42.45,14.58,25.0,46.35,29.69,3,Lucknow,struggling,Standalone,Central,45000,-15907.35,-23.21,8
OT004,2023-09,191,68761.97,72058.51,3296.54,21896.48,4393.65,14822.16,27649.68,360.01,29.68,14.413612565445026,3.47,21,41,88,103,66,72,0,31.84,6.39,21.56,4.57,40.21,10.99,21.47,46.07,34.55,3,Lucknow,struggling,Standalone,Central,45000,-17350.32,-25.23,9
OT004,2023-10,209,74447.92,78913.58,4465.66,23395.94,4777.0,15235.41,31039.57,356.21,30.04,14.779904306220097,3.54,30,57,92,117,58,76,20,31.43,6.42,20.46,5.66,41.69,14.35,27.27,44.02,27.75,3,Lucknow,struggling,Standalone,Central,45000,-13960.43,-18.75,10
OT004,2023-11,222,76142.89,79643.71,3500.82,23823.07,4996.3,15296.45,32027.07,342.99,30.19,14.103603603603604,3.49,30,57,91,131,64,78,16,31.29,6.56,20.09,4.4,42.06,13.51,25.68,40.99,28.83,3,Lucknow,struggling,Standalone,Central,45000,-12972.93,-17.04,11
OT004,2023-12,238,78839.61,83155.8,4316.19,24799.89,5218.15,16125.8,32695.77,331.26,29.03,14.399159663865547,3.52,32,67,95,143,69,89,7,31.46,6.62,20.45,5.19,41.47,13.45,28.15,39.92,28.99,3,Lucknow,struggling,Standalone,Central,45000,-12304.23,-15.61,12
OT004,2024-01,192,61755.23,64622.36,2867.13,19310.81,4055.35,13114.14,25274.93,321.64,29.31,14.135416666666666,3.64,25,48,89,103,56,61,8,31.27,6.57,21.24,4.44,40.93,13.02,25.0,46.35,29.17,3,Lucknow,struggling,Standalone,Central,45000,-19725.07,-31.94,13
OT004,2024-02,182,64876.09,68721.5,3845.41,20614.77,4188.8,13232.88,26839.64,356.46,29.35,13.835164835164836,3.5,33,46,77,105,38,68,0,31.78,6.46,20.4,5.6,41.37,18.13,25.27,42.31,20.88,3,Lucknow,struggling,Standalone,Central,45000,-18160.36,-27.99,14
OT004,2024-03,180,61169.99,65245.44,4075.4500000000003,19243.17,3945.7,13066.04,24915.08,339.83,30.14,14.444444444444445,3.51,28,39,69,111,48,59,21,31.46,6.45,21.36,6.25,40.73,15.56,21.67,38.33,26.67,3,Lucknow,struggling,Standalone,Central,45000,-20084.92,-32.83,15
OT004,2024-04,197,66117.25,69225.33,3108.08,20841.06,4327.35,13448.64,27500.2,335.62,28.71,14.685279187817258,3.48,29,45,86,111,52,56,10,31.52,6.54,20.34,4.49,41.59,14.72,22.84,43.65,26.4,3,Lucknow,struggling,Standalone,Central,45000,-17499.8,-26.47,16
OT004,2024-05,189,71114.65,76001.72,4887.07,22434.42,4659.7,15640.43,28380.1,376.27,29.54,14.55026455026455,3.39,18,37,86,103,53,53,3,31.55,6.55,21.99,6.43,39.91,9.52,19.58,45.5,28.04,3,Lucknow,struggling,Standalone,Central,45000,-16619.9,-23.37,17
OT004,2024-06,169,53732.93,57191.8,3458.87,16757.8,3568.3,11803.87,21602.96,317.95,29.42,14.420118343195266,3.51,29,52,82,87,49,57,11,31.19,6.64,21.97,6.05,40.2,17.16,30.77,48.52,28.99,3,Lucknow,struggling,Standalone,Central,45000,-23397.04,-43.54,18
OT005,2023-01,666,312915.08,318580.27,5665.1900000000005,98580.0,19550.3,52829.31,141955.47,469.84,25.7,12.54954954954955,4.28,49,96,361,305,238,200,27,31.5,6.25,16.88,1.78,45.37,7.36,14.41,54.2,35.74,2,Pune,star,Food Court,East,75000,66955.47,21.4,1
OT005,2023-02,674,321614.68,328447.7,6833.02,101289.58,20111.3,51473.82,148739.98,477.17,26.12,12.58160237388724,4.29,49,85,388,286,251,246,0,31.49,6.25,16.0,2.08,46.25,7.27,12.61,57.57,37.24,2,Pune,star,Food Court,East,75000,73739.98,22.93,2
OT005,2023-03,681,318024.26,324838.4,6814.14,99591.81,20212.5,52571.14,145648.81,467.0,25.76,12.538913362701908,4.22,42,100,390,291,251,202,58,31.32,6.36,16.53,2.1,45.8,6.17,14.68,57.27,36.86,2,Pune,star,Food Court,East,75000,70648.81,22.21,3
OT005,2023-04,661,316204.11,323603.77,7399.66,99247.28,19886.9,53368.88,143701.05,478.37,25.65,12.630862329803328,4.29,47,81,354,307,228,238,53,31.39,6.29,16.88,2.29,45.45,7.11,12.25,53.56,34.49,2,Pune,star,Food Court,East,75000,68701.05,21.73,4
OT005,2023-05,610,281023.51,287453.28,6429.77,87959.8,17899.2,44391.16,130773.35,460.69,25.71,12.70655737704918,4.25,41,61,355,255,217,183,21,31.3,6.37,15.8,2.24,46.53,6.72,10.0,58.2,35.57,2,Pune,star,Food Court,East,75000,55773.35,19.85,5
OT005,2023-06,589,279728.12,285526.83,5798.71,88180.82,17453.7,47915.85,126177.75,474.92,25.55,12.64685908319185,4.29,51,78,327,262,224,182,0,31.52,6.24,17.13,2.03,45.11,8.66,13.24,55.52,38.03,2,Pune,star,Food Court,East,75000,51177.75,18.3,6
OT005,2023-07,683,317619.41,325241.48,7622.07,100504.96,19902.3,51367.11,145845.04,465.04,26.53,12.51537335285505,4.31,42,80,391,292,252,250,0,31.64,6.27,16.17,2.34,45.92,6.15,11.71,57.25,36.9,2,Pune,star,Food Court,East,75000,70845.04,22.31,7
OT005,2023-08,677,310795.16,317746.08,6950.92,96853.92,19743.9,49672.52,144524.82,459.08,25.4,12.552437223042835,4.27,56,79,377,300,268,213,29,31.16,6.35,15.98,2.19,46.5,8.27,11.67,55.69,39.59,2,Pune,star,Food Court,East,75000,69524.82,22.37,8
OT005,2023-09,626,285756.21,293006.74,7250.53,89531.14,18221.5,47809.18,130194.39,456.48,26.3,12.541533546325878,4.29,48,83,343,283,257,224,0,31.33,6.38,16.73,2.47,45.56,7.67,13.26,54.79,41.05,2,Pune,star,Food Court,East,75000,55194.39,19.32,9
OT005,2023-10,817,372243.92,382260.65,10016.73,117218.55,23706.1,60049.57,171269.7,455.62,26.13,12.586291309669523,4.24,64,88,478,339,297,260,65,31.49,6.37,16.13,2.62,46.01,7.83,10.77,58.51,36.35,2,Pune,star,Food Court,East,75000,96269.7,25.86,10
OT005,2023-11,764,356874.49,365965.66,9091.17,112594.8,22646.8,60948.39,160684.5,467.11,25.82,12.612565445026178,4.23,57,112,450,314,293,241,63,31.55,6.35,17.08,2.48,45.03,7.46,14.66,58.9,38.35,2,Pune,star,Food Court,East,75000,85684.5,24.01,11
OT005,2023-12,822,378179.43,387908.89,9729.460000000001,118785.11,24058.1,64464.12,170872.1,460.07,25.6,12.725060827250608,4.29,61,91,459,363,298,310,30,31.41,6.36,17.05,2.51,45.18,7.42,11.07,55.84,36.25,2,Pune,star,Food Court,East,75000,95872.1,25.35,12
OT005,2024-01,707,329873.11,336486.85,6613.74,103619.47,20687.7,55522.72,150043.22,466.58,26.62,12.52899575671853,4.27,37,94,402,305,257,224,24,31.41,6.27,16.83,1.97,45.49,5.23,13.3,56.86,36.35,2,Pune,star,Food Court,East,75000,75043.22,22.75,13
OT005,2024-02,642,294511.87,302144.13,7632.26,92432.66,18712.1,49338.67,134028.44,458.74,26.15,12.641744548286605,4.33,45,89,366,276,243,194,0,31.39,6.35,16.75,2.53,45.51,7.01,13.86,57.01,37.85,2,Pune,star,Food Court,East,75000,59028.44,20.04,14
OT005,2024-03,731,343074.48,352436.08,9361.6,108049.31,21766.8,58589.15,154669.22,469.32,25.95,12.625170998632012,4.25,48,99,405,326,286,276,65,31.49,6.34,17.08,2.66,45.08,6.57,13.54,55.4,39.12,2,Pune,star,Food Court,East,75000,79669.22,23.22,15
OT005,2024-04,710,343643.25,351286.27,7643.02,108462.71,21313.6,54869.22,158997.72,484.0,25.98,12.450704225352112,4.27,45,79,415,295,277,212,35,31.56,6.2,15.97,2.18,46.27,6.34,11.13,58.45,39.01,2,Pune,star,Food Court,East,75000,83997.72,24.44,16
OT005,2024-05,648,300574.47,306909.3,6334.83,94186.4,19055.3,49118.87,138213.9,463.85,26.57,12.572530864197532,4.28,38,76,378,270,268,179,24,31.34,6.34,16.34,2.06,45.98,5.86,11.73,58.33,41.36,2,Pune,star,Food Court,East,75000,63213.9,21.03,17
